X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
142.000848009,-38.032488498,207,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MACARTHUR POLICE STATION,OPERATIONAL,,MACARTHUR,VICTORIA,3286,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.032488497999964,142.00084800900004,,,GAVIC421167867,12 MARKET STREET,1,3286,MACARTHUR,0,-38.03248849999994,142.00084800000002
144.567769181,-37.4229217879999,208,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MACEDON POLICE STATION,OPERATIONAL,,MACEDON,VICTORIA,3440,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.42292178799994,144.56776918100002,,,GAVIC411756786,61 VICTORIA STREET,2,3440,MACEDON,0,-37.422921789999975,144.56776918000003
142.808142183,-38.081619421,209,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MORTLAKE POLICE STATION,OPERATIONAL,,MORTLAKE,VICTORIA,3272,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.08161942099997,142.8081421830001,,,GAVIC423974134,32 OFFICER STREET,1,3272,MORTLAKE,0,-38.08161940999997,142.80814218000012
146.394417269,-38.237292543,210,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MORWELL POLICE STATION,OPERATIONAL,,MORWELL,VICTORIA,3840,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.23729254299997,146.3944172690001,,,GAVIC424672470,8-10 HAZELWOOD ROAD,0,3840,MORWELL,0,-38.23729253999994,146.39441726000007
147.171374726,-36.7439744759999,211,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT BEAUTY POLICE STATION,OPERATIONAL,,MOUNT BEAUTY,VICTORIA,3699,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.74397447599995,147.17137472600007,,,GAVIC424787016,2 PARK STREET,0,3699,MOUNT BEAUTY,0,-36.74397447999996,147.17137473000003
146.451408139,-37.146330989,212,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT BULLER POLICE STATION,OPERATIONAL,,MOUNT BULLER,VICTORIA,3723,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.14633098899998,146.45140813900002,,POLICE STATION,GAVIC425362991,1 CHAMOIS CLOSE,0,3723,MOUNT BULLER,1,-37.14632389999997,146.45140880000008
145.380547643,-37.787145368,213,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT EVELYN POLICE STATION,OPERATIONAL,,MOUNT EVELYN,VICTORIA,3796,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.78714536799998,145.3805476430001,,,GAVIC421396043,17 YORK ROAD,2,3796,MOUNT EVELYN,0,-37.78714499999995,145.3805470000001
145.1283434,-37.8804576919999,214,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT WAVERLEY POLICE STATION,OPERATIONAL,,MOUNT WAVERLEY,VICTORIA,3149,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.880457691999936,145.12834340000006,,,GAVIC420077084,338 STEPHENSONS ROAD,2,3149,MOUNT WAVERLEY,0,-37.88045699999998,145.1283430000001
146.375170388,-36.578165073,215,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOYHU POLICE STATION,OPERATIONAL,,MOYHU,VICTORIA,3732,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.57816507299998,146.37517038800002,,MOYHU POLICE STATION,GAVIC420343715,31 BARTLEY STREET,2,3732,MOYHU,7,-36.57815618999996,146.37509178000005
145.215906658,-36.6181339,216,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MURCHISON POLICE STATION,OPERATIONAL,,MURCHISON,VICTORIA,3610,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.618133899999975,145.2159066580001,,,GAVIC420038275,8 WATSON STREET,1,3610,MURCHISON,0,-36.618133899999975,145.21590665000008
141.182652456,-35.2641008259999,217,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MURRAYVILLE POLICE STATION,OPERATIONAL,,MURRAYVILLE,VICTORIA,3512,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.26410082599995,141.18265245600003,,,GAVIC411977811,13 REED STREET,2,3512,MURRAYVILLE,0,-35.26410082999996,141.1826524500001
142.469875432,-36.6167258959999,218,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MURTOA POLICE STATION,OPERATIONAL,,MURTOA,VICTORIA,3390,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.616725895999934,142.4698754320001,,,GAVIC420663194,5 CROMIE STREET,2,3390,MURTOA,22,-36.61672955999995,142.4696353700001
146.726755028,-36.560505738,219,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MYRTLEFORD POLICE STATION,OPERATIONAL,,MYRTLEFORD,VICTORIA,3737,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.56050573799996,146.72675502800007,,,GAVIC423798237,3 QUEEN STREET,0,3737,MYRTLEFORD,0,-36.56050573999994,146.72675503000005
145.154411145,-36.787598294,220,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NAGAMBIE POLICE STATION,OPERATIONAL,,NAGAMBIE,VICTORIA,3608,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.78759829399996,145.15441114500004,,,GAVIC425702988,14 FILSON STREET,0,3608,NAGAMBIE,0,-36.78759828999995,145.1544111500001
145.311176437,-38.025982238,221,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NARRE WARREN POLICE STATION,OPERATIONAL,,NARRE WARREN,VICTORIA,3805,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.02598223799998,145.31117643700009,,,GAVIC420399391,1-7 COVENTRY ROAD,1,3805,NARRE WARREN,0,-38.02598199999994,145.31117600000005
145.203419373,-36.05975288,222,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NATHALIA POLICE STATION,OPERATIONAL,,NATHALIA,VICTORIA,3638,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.05975287999996,145.2034193730001,,NATHALIA POLICE STATION,GAVIC414497748,66 BLAKE STREET,1,3638,NATHALIA,0,-36.05975287999996,145.2034193600001
141.9470446,-36.7397336679999,223,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NATIMUK POLICE STATION,OPERATIONAL,,NATIMUK,VICTORIA,3409,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.73973366799993,141.94704460000003,,,GAVIC420335744,37 MAIN STREET,2,3409,NATIMUK,0,-36.739733659999956,141.94704460000003
145.95425843,-38.0183077,224,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEERIM SOUTH POLICE STATION,OPERATIONAL,,NEERIM SOUTH,VICTORIA,3831,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.01830769999998,145.9542584300001,,,GAVIC420609446,76 MAIN NEERIM ROAD,1,3831,NEERIM SOUTH,81,-38.01849499999997,145.9551520000001
144.661016196,-38.2701150359999,225,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,QUEENSCLIFF POLICE STATION,OPERATIONAL,,QUEENSCLIFF,VICTORIA,3225,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.270115035999936,144.6610161960001,,,GAVIC420256715,56 GELLIBRAND STREET,2,3225,QUEENSCLIFF,0,-38.27011503999995,144.66101620000006
141.996463844,-35.9021035879999,226,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAINBOW POLICE STATION,OPERATIONAL,,RAINBOW,VICTORIA,3424,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.90210358799993,141.99646384400012,,,GAVIC421257130,23 LAKE STREET,2,3424,RAINBOW,0,-35.90210358999997,141.99646384000005
146.397569905,-37.956154313,227,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAWSON POLICE STATION,OPERATIONAL,,RAWSON,VICTORIA,3825,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.956154312999956,146.39756990500007,,,GAVIC424029879,4 LEHMANN COURT,1,3825,RAWSON,0,-37.95615429999998,146.39756990000012
144.20391578,-36.5386685519999,228,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAYWOOD POLICE STATION,OPERATIONAL,,RAYWOOD,VICTORIA,3570,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.53866855199993,144.2039157800001,,,GAVIC424895840,29 SANDHURST STREET,0,3570,RAYWOOD,0,-36.53866799999997,144.20391500000005
142.186780132,-34.304045233,229,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RED CLIFFS POLICE STATION,OPERATIONAL,,RED CLIFFS,VICTORIA,3496,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-34.304045232999954,142.18678013200008,,,GAVIC419661669,9 JACARANDA STREET,2,3496,RED CLIFFS,0,-34.30404522999993,142.1867801400001
145.005642344,-37.7164818059999,230,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RESERVOIR POLICE STATION,OPERATIONAL,,RESERVOIR,VICTORIA,3073,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.71648180599993,145.00564234400008,,,GAVIC413153133,23 EDWARDES STREET,1,3073,RESERVOIR,5,-37.71645730999995,145.0056913100001
144.999578365,-37.81744931,231,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RICHMOND POLICE STATION,OPERATIONAL,,RICHMOND,VICTORIA,3121,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.81744930999997,144.99957836500005,,,GAVIC424443788,217-225 CHURCH STREET,1,3121,RICHMOND,0,-37.817449299999964,144.9995783600001
144.67857413,-37.461960298,232,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RIDDELLS CREEK POLICE STATION,OPERATIONAL,,RIDDELLS CREEK,VICTORIA,3431,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.46196029799995,144.67857413000002,,RIDDELLS CREEK POLICE STATION,GAVIC424623064,65 MAIN ROAD,1,3431,RIDDELLS CREEK,15,-37.46186831999995,144.67844876000004
145.22713634,-37.813135393,233,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RINGWOOD POLICE STATION,OPERATIONAL,,RINGWOOD,VICTORIA,3134,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.81313539299998,145.22713634000002,,,GAVIC421105482,31 RINGWOOD STREET,1,3134,RINGWOOD,0,-37.81313499999993,145.2271360000001
142.770616315,-34.5855352959999,234,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROBINVALE POLICE STATION,OPERATIONAL,,ROBINVALE,VICTORIA,3549,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-34.58553529599993,142.7706163150001,,,GAVIC424351439,95 BROMLEY ROAD,0,3549,ROBINVALE,0,-34.58553529999995,142.77061630000003
144.699096048,-36.3632910759999,235,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROCHESTER POLICE STATION,OPERATIONAL,,ROCHESTER,VICTORIA,3561,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.36329107599994,144.69909604800011,,,GAVIC420324615,27 MOORE STREET,2,3561,ROCHESTER,7,-36.363343079999936,144.6990609600001
143.721653406,-37.9009503739999,236,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROKEWOOD POLICE STATION,OPERATIONAL,,ROKEWOOD,VICTORIA,3330,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.90095037399993,143.7216534060001,,,GAVIC420868919,54 FERRARS STREET,2,3330,ROKEWOOD,0,-37.900950389999934,143.72165338000002
144.741715475,-37.3437533499999,237,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROMSEY POLICE STATION,OPERATIONAL,,ROMSEY,VICTORIA,3434,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.34375334999993,144.7417154750001,,,GAVIC414322428,157 MAIN STREET,1,3434,ROMSEY,19,-37.34358493999997,144.74169588000007
144.889658825,-38.369819849,238,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROSEBUD POLICE STATION,OPERATIONAL,,ROSEBUD,VICTORIA,3939,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.36981984899995,144.88965882500008,,,GAVIC420514363,95 BONEO ROAD,2,3939,ROSEBUD,0,-38.36981984999994,144.88965883000003
146.789340024,-38.150698871,239,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROSEDALE POLICE STATION,OPERATIONAL,,ROSEDALE,VICTORIA,3847,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.150698870999975,146.789340024,,,GAVIC423641125,34-36 LYONS STREET,2,3847,ROSEDALE,0,-38.15069842999998,146.78934014000004
145.2388115,-37.9188912399999,240,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROWVILLE POLICE STATION,OPERATIONAL,,ROWVILLE,VICTORIA,3178,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.91889123999994,145.2388115000001,,,GAVIC413817277,30 FULHAM ROAD,1,3178,ROWVILLE,0,-37.91889123999994,145.2388115000001
142.630701518,-36.6331041359999,241,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RUPANYUP POLICE STATION,OPERATIONAL,,RUPANYUP,VICTORIA,3388,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.63310413599993,142.63070151800002,,,GAVIC421801440,60-62 CROMIE STREET,1,3388,RUPANYUP,0,-36.63310413999994,142.6307015100001
145.016708713,-36.5904333,242,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RUSHWORTH POLICE STATION,OPERATIONAL,,RUSHWORTH,VICTORIA,3612,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.59043329999997,145.01670871300007,,,GAVIC412247248,75 HIGH STREET,2,3612,RUSHWORTH,11,-36.59052409999998,145.01674058000003
146.45864043,-36.056489024,243,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RUTHERGLEN POLICE STATION,OPERATIONAL,,RUTHERGLEN,VICTORIA,3685,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.05648902399997,146.45864043000006,,,GAVIC419736675,167 HIGH STREET,2,3685,RUTHERGLEN,0,-36.05648901999996,146.45864043000006
144.818929071,-38.370641629,244,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RYE POLICE STATION,OPERATIONAL,,RYE,VICTORIA,3941,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.37064162899998,144.81892907100007,,,GAVIC421855150,4 DUNDAS STREET,2,3941,RYE,0,-38.370641639999974,144.81892920000007
147.060979621,-38.111125737,245,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SALE POLICE STATION,OPERATIONAL,,SALE,VICTORIA,3850,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.11112573699995,147.06097962100012,,,GAVIC719770486,11 REEVE STREET,1,3850,SALE,1,-38.11113002999997,147.06097096000008
145.378418862,-38.5210367829999,246,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SAN REMO POLICE STATION,OPERATIONAL,,SAN REMO,VICTORIA,3925,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.52103678299994,145.3784188620001,,,GAVIC421290594,28-34 PHILLIP ISLAND ROAD,1,3925,SAN REMO,0,-38.521036779999974,145.37841886
